DMR No,DMR Date,Originator,Status,Site,Hold Reason,Initial Qty,Department,MT #,2nd MT#,RMA,Lot #,Part #,Part Desc,Supplier,Inv Loc,Is MDW,Commodity,Discrepancy Rmk,DMR Ref,First Eval Result,First Eval Date,First SSide Qty,First DSide Qty,First UAI Qty,First Scrap Qty,First Evaluator,Second Eval Result,Second Eval Date,Second SSide Qty,Second DSide Qty,Second UAI Qty,Second Scrap Qty,Second Evaluator,Manager Name,Director Name,Manufacturing,Manufacturing Sup,Process,Materials,Test Engineering,Quality,Scrap Authority (Prod),Scrap Authority (Plant),Finance,IQA,Manufacturing 2,Manufacturing Sup 2,Process 2,Materials 2,Test Engineering 2,Quality 2,Scrap Authority (Prod) 2,Scrap Authority (Plant) 2,Finance 2,IQA 2,Evaluation Step,Total Scrap Cost
W1461675107,4/30/2025 9:17:54 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1120,Production Cell#5,RXBR021446,,R25J44448WXIRTV(80499369),,V15CMR DS,207624202,,ACONMDW,F,RMA(AL),V15CP DS(Web DMR#W1450895584)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go CC sorting+Non Affecetd UAI &Ship+affected  go for scrap+Remarks:Prime RTV Lot,,After Cassette Level Sorting Non Affected=560pcs UAI&Ship+Affected=560pcs go CC sorting+Non Affecetd=490pcs UAI &Ship+affected=70pcs go for scrap,5/3/2025 2:31:42 PM,0,1050,1050,70,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$277.20
W1452225768,3/24/2025 9:51:02 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021416(962pcs)&RXBR021422(235pcs),RXBR021423,R25J44196WXIDRWR25J44091WXIDRWR25J44150WXIDRW&R25J44226WXIDRW(804661358045064180461110&80471478),4200/420/420/420,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4263 Flash Reject	962 Test Scrap	235 Total Scrap	1197 DS Qty=4263pcs	 ,4/17/2025 10:07:47 AM,0,4263,4263,1197,Kit Hiong Chan,Pend MDW FG=4263 Mdw in=4260 MDW yield=58.0% Total in=4263 FG DS=2450 Scrap=1813 CB: C Team Dated:19th Apr,4/19/2025 6:03:11 PM,0,2450,2450,1813,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$11919.60
W1452225774,3/24/2025 9:52:47 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021418(700pcs)&RXBR021423(322pcs),RXBR021426,R25J44137WXIDRW&R25J44225WXIDRW(80456036&80471478),3780/1680,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4438 Flash Reject	700 Test Scrap	322 Total Scrap	1022 DS Qty=4438pcs	 AW MDW Qty=4151pcs login as "52225774"	 AW MDW Qty=287pcs login as "52225768"	 ,4/19/2025 8:31:12 AM,0,4438,4438,1022,Kit Hiong Chan,MDW IN	4438 Total FG DS	2940 Total Scrap	1498 MDW DS Yield	57% ,4/21/2025 9:45:47 AM,0,2940,2940,1498,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$9979.20
W1452284296,3/24/2025 6:29:47 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,1350,Production Cell#B,RXBR021384(H),RXBR021384(M),R25J44268WXIDRW(80477625),,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,,After Glide Total Pend MDW FG DS 841  Test Scrap 324  Flash Rej 130 Total Scrap 454 CB:PC Wong Dated:31st Mar,4/3/2025 9:32:31 AM,0,896,896,454,Kit Hiong Chan,MDW IN=896 Total FG DS=600  Total Scrap=296 MDW DS Yield=70% CB:PF,4/3/2025 9:32:53 AM,0,600,600,296,Kit Hiong Chan,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$3225.00
W1452284311,3/24/2025 6:31:42 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,2700,Production Cell#B,RXBR021382(H),RXBR021382(M),R25J44262WXIRMA&R25J44263WXIRMA(80477625),1350/1350,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(FFU-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1455123897W1454580161,After Glide	 Total Pend MDW	2067 Total Pend MDW FG DS	1637 Pend MDW FG SS	430 Flash Reject	516 Test Scrap	117 Total Scrap	633 DS Qty=1637pcs	 SST Qty=300pcs	 SSB Qty=130pcs	 ,4/3/2025 10:17:50 AM,430,1637,2067,633,Kit Hiong Chan,MDW IN	1637 Total FG DS	1100 SS Bin 125	50 SS Bin 225	50 Total Scrap	437 MDW DS Yield	67% MDW SS Yield	6% ,4/3/2025 4:13:12 PM,100,1100,1200,437,Chia Yun Pang,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$4601.00
W1452284339,3/24/2025 6:34:24 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,900,Production Cell#B,RXBR021371,RXBR021409,R25J44231WXIMDW&R25J44271WXIMDW(80472671&80476426),450/450,204179901,Skybolt DS,,BCONMDW,F,RMA(GL),Skybolt DS 100% Wipe with KBS Tape+OD Edge Wipe +Burnish/Glide out as HDW(SK11H)(TA=REM-RMATDDM) DS PN:204179900(SA'V'BG)Bin55+MDW/Aperio DS:204179901,,After Glide	 Total Pend MDW FG DS	797 Scrap	103 DS  Qty=797pcs	 ,3/25/2025 6:06:54 PM,0,797,797,103,Kit Hiong Chan,MDW IN=797 Total FG DS=450 Total Scrap=347 MDW DS Yield=61% ,4/10/2025 11:42:35 AM,0,450,450,347,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$1935.00
W1452284366,3/24/2025 6:36:25 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,2700,Production Cell#B,RXBR021371,,R25J44201WXIRTV(80466688),,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),RW14E DS(Web DMR#W1443928354)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI &Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting+Non Affected=1800pcs UAI&Ship +Affected=900pcs go CC sorting+Non Affecetd=800pcs UAI &Ship+affected=100pcs go for scrap,3/26/2025 4:40:13 PM,0,2600,2600,100,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$430.00
W1452284377,3/24/2025 6:37:38 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,3000,Production Cell#B,RXBR021371,,R25J44200WXIRTV(80466688),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),RW14E DS(Web DMR#W1443928354)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI &Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting+Non Affected=1950pcs UAI&Ship +Affected=1050pcs go CC sorting+Non Affecetd=900pcs UAI &Ship+affected=150pcs go for scrap+R:Prime RTV Lot,3/26/2025 3:09:14 PM,0,2850,2850,150,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$645.00
W1454580141,4/3/2025 1:50:10 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,540,Production Cell#B,RXBR021382,,Pls refer to DMR Attachment,189/351,204181102,Rosewood SSB,,BCONMDW,F,RMA(GL),Rosewood AW MDW SSB(RW14E)(DRW-RMATDDM)SSB:100841106(SA"C"BZ)+MDWS/Aperio SSB:204181107+Drive Return Wuxi,W1450837495W1450321558,MDW IN	540 Total FG SS	450 Total Scrap	90 MDW SS Yield	84% ,4/6/2025 12:24:35 PM,450,0,450,90,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$387.00
W1454580153,4/3/2025 1:56:01 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,201,Production Cell#B,W1454580153,,Pls refer to DMR Attachment,,204181102,Rosewood SSB,,BCONMDW,F,RMA(GL),Rosewood AW MDW SSB(RW14E)(FFU-RMATDDM)SSB:100841106(SA"C"BZ)+MDWS/Aperio SSB:204181107+Drive Return Wuxi,W1450837494,MDW IN	201 Total FG SS	200 Total Scrap	1 MDW SS Yield	100% ,4/6/2025 3:59:53 PM,200,0,200,1,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$4.30
W1442421662,2/11/2025 9:45:04 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,4200,Production Cell#C,RXBR021304(H),RXBR021304(M),R24P43331KRTRMA(80337087),,205571803,LongSpeakBP DS,,BCONMDW,F,RMA(GL),LongSpeakBP for Flash Test(Start RMA REWIPE LOT)(BP4H )(FFU-RMATDDM)(FLC02)+Wipe+OD Edge Wipe+Glide Burnish/IE+DS:205571800(SA"M'HB)+LongspeakBP out as Rseed DS:205571802(HB)+24 Eval Korat+R:CSOFFU,,After Glide	 Total Pend MDW FG DS	2947 Flash Reject	449 Test Scrap	804 Total Scrap	1253 DS Qty=2947pcs	 ,2/17/2025 8:13:43 AM,0,2947,2947,1253,Kit Hiong Chan,MDW IN=2947 Total FG DS=2030 Total Scrap=917 MDW DS Yield=71% ,2/17/2025 2:49:13 PM,0,2030,2030,917,Pui Fen Ng,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$9331.00
W1456529503,4/11/2025 8:52:01 AM,Kit Hiong Chan,Pending Evaluation,Woodlands,Customer Returns,5040,Production Cell#5,RXBR021418(593pcs)&RXBR021423(330pcs),,R25J44265WXIDRWR25J44310WXIDRWR25J44311WXIDRWR25J44266WXIDRWR25J44327WXIDRW&R25J44377WXIDRW,1680/840/840/420/420/840,207624201,V15CMR DS,,BCONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4117 Flash Reject	593 Test Scrap	330 Total Scrap	923 DS Qty=4117pcs	 ,4/19/2025 9:25:01 AM,0,4117,4117,923,Kit Hiong Chan,Pend MDW FG=4117 Mdw in=4115 MDW yield=68.0% Total in=4117 FG DS=2765 Scrap=1352 ,,0,2765,2765,1352, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Pending,Pending,-,-,Pending,-,Pending,-,-,-,HDW & MDW,$9009.00
W1456529540,4/11/2025 8:53:34 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5460,Production Cell#5,RXBR021420/4(445pcs)&RXBR021428(246pcs),RXBR021431,R25J44261WXIRMA&R25J44307WXIRMA(80477625&80480493),2940/2520,207624201,V15CMR DS,,BCONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4769 Flash Reject	445 Test Scrap	246 Total Scrap	691 DS Qty=4769pcs	 ,4/22/2025 1:30:37 PM,0,4769,4769,691,Kit Hiong Chan,MDW IN	4769 Total FG DS	3920 Total Scrap	849 MDW DS Yield	67% ,4/26/2025 12:28:11 PM,0,3920,3920,849,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$6098.40
W1450328682,3/16/2025 9:14:45 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1330,Production Cell#C,RXBR021352,,R25P44257KRTRTV(80474620),,208558203,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS(Web DMR#W1449523140)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI &Ship+affected go for scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=1155pcs UAI&Ship+Affected=175pcs go CC sorting Non Affecetd=140pcs UAI &Ship+affected=35pcs go for scrap,3/18/2025 4:38:25 PM,0,1295,1295,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$150.50
W1450374188,3/16/2025 9:37:02 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,3780,Production Cell#5,RXBR021407(H),RXBR021407(M),R25P44142KRTRMA(80460993),,207624203,V11 DS,,ACONMDW,F,RMA(AL),V11 DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	3219 Flash Reject	433 Test Scrap	128 Total Scrap	561 DS Qty=3219pcs	 UDA Login as"50837424"	 ,4/8/2025 2:45:18 PM,0,3219,3219,561,Kit Hiong Chan,MDW in=3219pcs FG DS=2275pcs Scrap=944pcs,4/8/2025 2:53:35 PM,0,2275,2275,944,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$5959.80
W1444129190,2/18/2025 9:04:21 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,1800,Production Cell#B,RXBR021307,RXBR021315,R25J44095WXIMDW(80451224),,204179901,Skybolt DS,,BCONMDW,F,RMA(GL),Skybolt DS 100% Wipe with KBS Tape+OD Edge Wipe +Burnish/Glide out as HDW(SK11H)(TA=REM-RMATDDM) DS PN:204179900(SA'V'BG)Bin55+MDW/Aperio DS:204179901,,After Glide	 Total Pend MDW FG DS	1702 Scrap	98 DS  Qty=1702pcs	 ,2/19/2025 3:43:02 PM,0,1702,1702,98,Kit Hiong Chan,A/W MDW	1702 MDW In 	1702 MDW DS Yield	63% MDW SS Yield	0% MDW Fallout 	3 Hard abort & partial caddies	0 Total in	1702 FG DS	1050  FG SS	0 Scrap	652 ,2/21/2025 5:00:22 PM,0,1050,1050,652,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3225.00
W1444143885,2/18/2025 9:28:28 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2700,Production Cell#B,RXBR021315(505pcs)&RXBR021316(101pcs),RXBR021324,R25J44088WXIRMAR25J44015WXIRMA&R25J44044WXIRMA(8045064180436859&80442063),1800/450/450,204181101,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(FFU-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1444808379W1445764658,After Glide	 Total Pend MDW	2094 Total Pend MDW FG DS	1624 Pend MDW FG SS	470 Flash Reject	505 Test Scrap	101 Total Scrap	606 DS Qty=1624pcs	 SST Qty=208pcs	 SSB Qty=262pcs	 ,2/22/2025 6:57:36 PM,470,1624,2094,606,Kit Hiong Chan,A/W MDW	1624 MDW In 	1624 MDW DS Yield	73% MDW SS Yield	11% MDW Fallout 	3 Hard abort & partial caddies	0 Total in	1624 FG DS	1150  FG SS	150 Scrap	324 ,2/25/2025 2:52:50 PM,150,1150,1300,324,Jing Yeng Lee,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$3999.00
W1449006944,3/10/2025 9:45:27 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,3780,Production Cell#5,RXBR021366,RXBR021381,R25P44116KRTRMA(80455259&80436859),3360/420,207624203,V11 DS,,ACONMDW,F,RMA(AL),V11 DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	3090 Flash Reject	481 Test Scrap	209 Total Scrap	690 DS Qty=3090pcs	 ,3/24/2025 3:16:59 PM,0,3090,3090,690,Kit Hiong Chan,MDW in=3090pcs FG DS=1750pcs Scrap=1340pcs,3/31/2025 7:22:17 PM,0,1750,1750,1340,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$8038.80
W1450837495,3/18/2025 2:10:33 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021362,RXBR021365,R25P44141KRTDRW(80460992),,204181102,Rosewood DS,,BCONMDW,F,RMA(GL),Rosewood DS 100%W/B/W+Flash Test+Burnish Glide(RW14E)(DRW-RMATDDM)DS:204181100(SA'C'BS)Bin25+SST:204181103(BV)+SSB:204181106(BZ)+MDWS/Aperio DS:204181101+SST:204181104/1107,W1455308702W1454580141,After Glide	 Total Pend MDW	1908 Total Pend MDW FG DS	1563 Pend MDW FG SS	345 Flash Reject	271 Test Scrap	71 Total Scrap	342 DS Qty=1563pcs	 SST Qty=156pcs	 SSB Qty=189pcs	 ,3/22/2025 8:52:16 AM,345,1563,1908,342,Kit Hiong Chan,MDW IN	1563 Total FG DS	1250 SS Bin 125	0 SS Bin 225	50 Total Scrap	263 MDW DS Yield	81% MDW SS Yield	5% ,3/24/2025 1:58:19 PM,50,1250,1300,263,Bee Ling Lim,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$2601.50
W1450837501,3/18/2025 2:14:26 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,2250,Production Cell#B,RXBR021382,RXBR021395,R25J44199WXIRCYR25J44270WXIRCYR25J43981WXIRCY&R25J44094WXIRCY(804661358047762580431681&80450641),900/450/450/450,204181102,Rosewood SST,,BCONMDW,F,RMA(GL),Rosewood SST 100%W/B/W+Flash Test+Burnish Glide(RW14E)(RMALIT-SM)HDW out as SST:204181103(SA'C'BV)B125+MDW/Aperio SST:204181104+Remarks:RCY Media,,After Glide	 Total Pend MDW FG SST	1720 Flash Reject	194 Test Scrap	336 Total Scrap	530 SST Qty=1720pcs	 ,4/3/2025 10:26:26 AM,1720,0,1720,530,Kit Hiong Chan,MDW IN	1720 Total FG SS	1350 Total Scrap	370 MDW SS Yield	78% ,4/7/2025 9:24:03 AM,1350,0,1350,370,Chia Yun Pang,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$3870.00
W1450837918,3/18/2025 2:23:00 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,210,Production Cell#C,RXBR021357,,R25P44202KRTRTV(80469838),,207325703,Longspeak DS,,BCONMDW,F,RMA(GL),LPKB DS(Web DMR#W1444194982)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go for ReIE+Downgrade to MDW P/N:207325703(N9)+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=35pcs UAI&Ship+Affected=175pcs go for CC Sorting+Non Affected=105pcs UAI&Ship+Affected=70pcs go for scrap,3/19/2025 5:09:04 PM,0,140,140,70,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$301.00
W1450837951,3/18/2025 2:30:01 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,140,Production Cell#C,RXBR021357,,R25P44256KRTRTV(80474619),,208956203,Summit DS,,BCONMDW,F,RMA(GL),SMITB DS Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go for Scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=70pcs UAI&Ship+Affected=70pcs go for Scrap,3/19/2025 5:13:21 PM,0,70,70,70,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$301.00
W1455562861,4/7/2025 3:14:10 PM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,5040,Production Cell#5,RXBR021417,RXBR021420,R25P44247KRTDRW&R25P44170KRTDRW(80474817&804655838),2940/2100,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#DRW-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	4177 Flash Reject	595 Test Scrap	268 Total Scrap	863 DS Qty=4177pcs	 ,4/15/2025 9:42:07 AM,0,4177,4177,863,Kit Hiong Chan,MDW IN	4177 Total FG DS	2380 Total Scrap	1797 MDW DS Yield	57% ,4/16/2025 8:43:35 AM,0,2380,2380,1797,Sai Mooy Khoo,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-,Approved,Pending,-,-,Approved,-,Pending,-,-,-,HDW & MDW,$10533.60
W1450894919,3/18/2025 3:57:01 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,280,Production Cell#5,RXBR021355,,R25J44211WXIRTV(80470532),,207550002,CimarronBP DS,,ACONMDW,F,RMA(AL),CBPSB DS Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI &Ship+affected go for Scrap+R:Prime RTV Lot,,After Cassette Level Sorting Non Affected=140pcs UAI&Ship+Affected=140pcs go CC sorting Non Affecetd=105pcs UAI &Ship+affected=35pcs go for Scrap,3/19/2025 4:56:00 PM,0,245,245,35,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$138.60
W1450894932,3/18/2025 4:02:03 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,2730,Production Cell#5,N/A,,R25J44208WXIRTV(80470530),,207624706,V15CMR DS,,BCONMDW,F,RMA(AL),V15CP DS(Web DMR#W1423200959)Pull back for Cassette Level Sorting+Non Affected UAI&Ship +Affected go CC sorting Non Affecetd UAI &Ship+affected go for ReIE+R:Prime RTV Lot,W1451079328,After Cassette Level Sorting Non Affected=1120pcs UAI&Ship +Affected=1610pcs go CC sorting Non Affecetd=1155pcs UAI &Ship+affected=455pcs refer to DMR#W1451079328 go for ReIE,3/19/2025 5:04:51 PM,0,2730,2730,0,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$0.00
W1444471319,2/19/2025 1:46:16 PM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,183,Production Cell#B,RXBR021310,,R25J43973WXIRMA(80431681),,204181101,Rosewood SSB,,BCONMDW,F,RMA(GL),Rosewood AW MDW SSB(RW14E)(FFU-RMATDDM)SSB:100841106(SA"C"BZ)+MDWS/Aperio SSB:204181107+Drive Return Wuxi,W1437796259,MDW IN	183 Total FG SS	50 Total Scrap	133 MDW SS Yield	47% ,2/20/2025 7:09:59 PM,50,0,50,133,Chia Yun Pang,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$571.90
W1447587715,3/4/2025 8:34:30 AM,Kit Hiong Chan,Approved,Woodlands,Customer Returns,3360,Production Cell#5,RXBR021346,RXBR021361,R25J44146WXIRMA(80461110),,207624201,V15CMR DS,,ACONMDW,F,RMA(AL),V15MR DS Pull back for 100% Wipe+OD Edge Wipe(TA#FFU-RMATDDM)+(V156E)+Flash Test+Glide DS P/N:207624200(SA"B"E1)+MDW out as V15CM DS:207624201,,After Glide	 Total Pend MDW FG DS	2882 Flash Reject	317 Test Scrap	161 Total Scrap	478 DS Qty=2882pcs	 ,3/15/2025 2:06:18 PM,0,2882,2882,478,Kit Hiong Chan,MDW in=2882pcs FG DS=1680pcs Scrap=1202pcs,3/22/2025 2:01:31 PM,0,1680,1680,1202,Meow Cheng Loh,Kok Huat Ong,Bock Teck Tan,Approved,Approved,-,-,Approved,-,Approved,-,-,-,Approved,Approved,-,-,Approved,-,Approved,-,-,-,HDW & MDW,$6652.80
W1452684227,3/26/2025 10:17:31 AM,Kit Hiong Chan,Pending Approval,Woodlands,Customer Returns,22120,Production Cell#7,RXBR021373/75/76(7932/1375/4868),,R25P44321KRTRTV,,205839907,MARLIN DS,,ACONMDW,F,RMA(GL),MARLB DS(W1450484509 Replaced W1451137065)Pull back for Cassette Level Sorting+Non Affected UAI&Ship+Affected go for CC sorting+Non Affecetd UAI&Ship+affected go for scrap+Remarks:Prime RTV Lot,,After Sorting+Non Affected=2030pcs UAI&Ship+Affected=20090pcs go for CC sorting+Non Affecetd=5915pcs UAI&Ship+affected=14175pcs go for scrap...CB WeiHaur..Dated 2nd of April,4/11/2025 3:53:01 PM,0,7945,7945,14175,Kit Hiong Chan,,,,,,, ,Kok Huat Ong,Bock Teck Tan,Approved,Pending,-,-,Approved,-,Pending,-,-,-, , ,-,-, ,-, ,-,-,-,MDW Only,$60952.50
